Time,NetEnergy,DiffEnergy
0.747089,709.409,0.132884
0.747232,709.471,0.0616428
0.74725,709.483,0.012401
0.74725,709.483,1.2945e-06
0.747268,709.55,0.0664422
0.747268,709.55,8.63e-07
0.747304,709.683,0.132884
0.747482,709.76,0.0770534
0.7475,709.772,0.012401
0.7475,709.772,1.2945e-06
0.747518,709.839,0.0664422
0.747732,709.931,0.092464
0.74775,709.943,0.012401
0.74775,709.943,1.2945e-06
0.747768,710.01,0.0664422
0.747768,710.01,8.63e-07
0.747804,710.143,0.132884
0.747982,710.22,0.0770534
0.748,710.232,0.012401
0.748,710.232,1.2945e-06
0.748018,710.299,0.0664422
0.748232,710.391,0.092464
0.74825,710.404,0.012401
0.74825,710.404,1.2945e-06
0.748268,710.47,0.0664422
0.748268,710.47,8.63e-07
0.748304,710.603,0.132884
0.748482,710.68,0.0770534
0.7485,710.692,0.012401
0.7485,710.692,1.2945e-06
0.748518,710.759,0.0664422
0.748732,710.851,0.092464
0.74875,710.864,0.012401
0.74875,710.864,1.2945e-06
0.748768,710.93,0.0664422
0.748768,710.93,8.63e-07
0.748804,711.063,0.132884
0.748982,711.14,0.0770534
0.749,711.152,0.012401
0.749,711.152,1.2945e-06
0.749018,711.219,0.0664422
0.749232,711.311,0.092464
0.74925,711.324,0.012401
0.74925,711.324,1.2945e-06
0.749268,711.39,0.0664422
0.749268,711.39,8.63e-07
0.749304,711.523,0.132884
0.749482,711.6,0.0770534
0.7495,711.613,0.012401
0.7495,711.613,1.2945e-06
0.749518,711.679,0.0664422
0.749732,711.771,0.092464
0.74975,711.784,0.012401
0.74975,711.784,1.2945e-06
0.749768,711.85,0.0664422
0.749768,711.85,8.63e-07
0.749804,711.983,0.132884
0.749982,712.06,0.0770534
0.75,712.073,0.012401
0.75,712.073,1.2945e-06
0.750018,712.139,0.0664422
0.750232,712.232,0.092464
0.75025,712.244,0.012401
0.75025,712.244,1.2945e-06
0.750268,712.31,0.0664422
0.750268,712.31,8.63e-07
0.750304,712.443,0.132884
0.750482,712.52,0.0770534
0.7505,712.533,0.012401
0.7505,712.533,1.2945e-06
0.750518,712.599,0.0664422
0.750732,712.692,0.092464
0.75075,712.704,0.012401
0.75075,712.704,1.2945e-06
0.750768,712.77,0.0664422
0.750768,712.77,8.63e-07
0.750804,712.903,0.132884
0.750982,712.98,0.0770534
0.751,712.993,0.012401
0.751,712.993,1.2945e-06
0.751018,713.059,0.0664422
0.751232,713.152,0.092464
0.75125,713.164,0.012401
0.75125,713.164,1.2945e-06
0.751268,713.231,0.0664422
0.751268,713.231,8.63e-07
0.751304,713.363,0.132884
0.751482,713.44,0.0770534
0.7515,713.453,0.012401
0.7515,713.453,1.2945e-06
0.751518,713.519,0.0664422
0.751732,713.612,0.092464
0.75175,713.624,0.012401
0.75175,713.624,1.2945e-06
0.751768,713.691,0.0664422
0.751768,713.691,8.63e-07
0.751804,713.824,0.132884
0.751982,713.901,0.0770534
0.752,713.913,0.012401
0.752,713.913,1.2945e-06
0.752018,713.979,0.0664422
0.752232,714.072,0.092464
0.75225,714.084,0.012401
0.75225,714.084,1.2945e-06
0.752268,714.151,0.0664422
0.752268,714.151,8.63e-07
0.752304,714.284,0.132884
0.752482,714.361,0.0770534
0.7525,714.373,0.012401
0.7525,714.373,1.2945e-06
0.752518,714.44,0.0664422
0.752732,714.532,0.092464
0.75275,714.544,0.012401
0.75275,714.544,1.2945e-06
0.752768,714.611,0.0664422
0.752768,714.611,8.63e-07
0.752804,714.744,0.132884
0.752982,714.821,0.0770534
0.753,714.833,0.012401
0.753,714.833,1.2945e-06
0.753018,714.9,0.0664422
0.753232,714.992,0.092464
0.75325,715.004,0.012401
0.75325,715.004,1.2945e-06
0.753268,715.071,0.0664422
0.753268,715.071,8.63e-07
0.753304,715.204,0.132884
0.753482,715.281,0.0770534
0.7535,715.293,0.012401
0.7535,715.293,1.2945e-06
0.753518,715.36,0.0664422
0.753732,715.452,0.092464
0.75375,715.465,0.012401
0.75375,715.465,1.2945e-06
0.753768,715.531,0.0664422
0.753768,715.531,8.63e-07
0.753804,715.664,0.132884
0.753982,715.741,0.0770534
0.754,715.753,0.012401
0.754,715.753,1.2945e-06
0.754018,715.82,0.0664422
0.754232,715.912,0.092464
0.75425,715.925,0.012401
0.75425,715.925,1.2945e-06
0.754268,715.991,0.0664422
0.754268,715.991,8.63e-07
0.754304,716.124,0.132884
0.754482,716.201,0.0770534
0.7545,716.213,0.012401
0.7545,716.213,1.2945e-06
0.754518,716.28,0.0664422
0.754732,716.372,0.092464
0.75475,716.385,0.012401
0.75475,716.385,1.2945e-06
0.754768,716.451,0.0664422
0.754768,716.451,8.63e-07
0.754804,716.584,0.132884
0.754982,716.661,0.0770534
0.755,716.674,0.012401
0.755,716.674,1.2945e-06
0.755018,716.74,0.0664422
0.755232,716.832,0.092464
0.75525,716.845,0.012401
0.75525,716.845,1.2945e-06
0.755268,716.911,0.0664422
0.755268,716.911,8.63e-07
0.755304,717.044,0.132884
0.755482,717.121,0.0770534
0.7555,717.134,0.012401
0.7555,717.134,1.2945e-06
0.755518,717.2,0.0664422
0.755732,717.293,0.092464
0.75575,717.305,0.012401
0.75575,717.305,1.2945e-06
0.755768,717.371,0.0664422
0.755768,717.371,8.63e-07
0.755804,717.504,0.132884
0.755982,717.581,0.0770534
0.756,717.594,0.012401
0.756,717.594,1.2945e-06
0.756018,717.66,0.0664422
0.756232,717.753,0.092464
0.75625,717.765,0.012401
0.75625,717.765,1.2945e-06
0.756268,717.831,0.0664422
0.756268,717.831,8.63e-07
0.756304,717.964,0.132884
0.756482,718.041,0.0770534
0.7565,718.054,0.012401
0.7565,718.054,1.2945e-06
0.756518,718.12,0.0664422
0.756732,718.213,0.092464
0.75675,718.225,0.012401
0.75675,718.225,1.2945e-06
0.756768,718.292,0.0664422
0.756768,718.292,8.63e-07
0.756804,718.424,0.132884
0.756982,718.501,0.0770534
0.757,718.514,0.012401
0.757,718.514,1.2945e-06
0.757018,718.58,0.0664422
0.757232,718.673,0.092464
0.75725,718.685,0.012401
0.75725,718.685,1.2945e-06
0.757268,718.752,0.0664422
0.757268,718.752,8.63e-07
0.757304,718.885,0.132884
0.757482,718.962,0.0770534
0.7575,718.974,0.012401
0.7575,718.974,1.2945e-06
0.757518,719.04,0.0664422
0.757732,719.133,0.092464
0.75775,719.145,0.012401
0.75775,719.145,1.2945e-06
0.757768,719.212,0.0664422
0.757768,719.212,8.63e-07
0.757804,719.345,0.132884
0.757982,719.422,0.0770534
0.758,719.434,0.012401
0.758,719.434,1.2945e-06
0.758018,719.501,0.0664422
0.758232,719.593,0.092464
0.75825,719.605,0.012401
0.75825,719.605,1.2945e-06
0.758268,719.672,0.0664422
0.758268,719.672,8.63e-07
0.758304,719.805,0.132884
0.758482,719.882,0.0770534
0.7585,719.894,0.012401
0.7585,719.894,1.2945e-06
0.758518,719.961,0.0664422
0.758732,720.053,0.092464
0.75875,720.065,0.012401
0.75875,720.065,1.2945e-06
0.758768,720.132,0.0664422
0.758768,720.132,8.63e-07
0.758804,720.265,0.132884
0.758982,720.342,0.0770534
0.759,720.354,0.012401
0.759,720.354,1.2945e-06
0.759018,720.421,0.0664422
0.759232,720.513,0.092464
0.75925,720.526,0.012401
0.75925,720.526,1.2945e-06
0.759268,720.592,0.0664422
0.759268,720.592,8.63e-07
0.759304,720.725,0.132884
0.759482,720.802,0.0770534
0.7595,720.814,0.012401
0.7595,720.814,1.2945e-06
0.759518,720.881,0.0664422
0.759732,720.973,0.092464
0.75975,720.986,0.012401
0.75975,720.986,1.2945e-06
0.759768,721.052,0.0664422
0.759768,721.052,8.63e-07
0.759804,721.185,0.132884
0.759982,721.262,0.0770534
0.76,721.274,0.012401
0.76,721.274,1.2945e-06
0.760018,721.341,0.0664422
0.760232,721.433,0.092464
0.76025,721.446,0.012401
0.76025,721.446,1.2945e-06
0.760268,721.512,0.0664422
0.760268,721.512,8.63e-07
0.760304,721.645,0.132884
0.760482,721.722,0.0770534
0.7605,721.735,0.012401
0.7605,721.735,1.2945e-06
0.760518,721.801,0.0664422
0.760732,721.893,0.092464
0.76075,721.906,0.012401
0.76075,721.906,1.2945e-06
0.760768,721.972,0.0664422
0.760768,721.972,8.63e-07
0.760804,722.105,0.132884
0.760982,722.182,0.0770534
0.761,722.195,0.012401
0.761,722.195,1.2945e-06
0.761018,722.261,0.0664422
0.761232,722.354,0.092464
0.76125,722.366,0.012401
0.76125,722.366,1.2945e-06
0.761268,722.432,0.0664422
0.761268,722.432,8.63e-07
0.761304,722.565,0.132884
0.761482,722.642,0.0770534
0.7615,722.655,0.012401
0.7615,722.655,1.2945e-06
0.761518,722.721,0.0664422
0.761732,722.814,0.092464
0.76175,722.826,0.012401
0.76175,722.826,1.2945e-06
0.761768,722.892,0.0664422
0.761768,722.892,8.63e-07
0.761804,723.025,0.132884
0.761982,723.102,0.0770534
0.762,723.115,0.012401
0.762,723.115,1.2945e-06
0.762018,723.181,0.0664422
0.762232,723.274,0.092464
0.76225,723.286,0.012401
0.76225,723.286,1.2945e-06
0.762268,723.353,0.0664422
0.762268,723.353,8.63e-07
0.762304,723.485,0.132884
0.762482,723.563,0.0770534
0.7625,723.575,0.012401
0.7625,723.575,1.2945e-06
0.762518,723.641,0.0664422
0.762732,723.734,0.092464
0.76275,723.746,0.012401
0.76275,723.746,1.2945e-06
0.762768,723.813,0.0664422
0.762768,723.813,8.63e-07
0.762804,723.946,0.132884
0.762982,724.023,0.0770534
0.763,724.035,0.012401
0.763,724.035,1.2945e-06
0.763018,724.101,0.0664422
0.763232,724.194,0.092464
0.76325,724.206,0.012401
0.76325,724.206,1.2945e-06
0.763268,724.273,0.0664422
0.763268,724.273,8.63e-07
0.763304,724.406,0.132884
0.763482,724.483,0.0770534
0.7635,724.495,0.012401
0.7635,724.495,1.2945e-06
0.763518,724.562,0.0664422
0.763732,724.654,0.092464
0.76375,724.666,0.012401
0.76375,724.666,1.2945e-06
0.763768,724.733,0.0664422
0.763768,724.733,8.63e-07
0.763804,724.866,0.132884
0.763982,724.943,0.0770534
0.764,724.955,0.012401
0.764,724.955,1.2945e-06
0.764018,725.022,0.0664422
0.764018,725.022,8.63e-07
0.764054,725.155,0.132884
0.764054,725.155,8.63e-07
0.764089,725.287,0.132884
0.764232,725.349,0.0616428
0.76425,725.361,0.012401
0.76425,725.361,1.2945e-06
0.764268,725.428,0.0664422
0.764268,725.428,8.63e-07
0.764304,725.561,0.132884
0.764482,725.638,0.0770534
0.7645,725.65,0.012401
0.7645,725.65,1.2945e-06
0.764518,725.717,0.0664422
0.764732,725.809,0.092464
0.76475,725.822,0.012401
0.76475,725.822,1.2945e-06
0.764768,725.888,0.0664422
0.764768,725.888,8.63e-07
0.764804,726.021,0.132884
0.764982,726.098,0.0770534
0.765,726.11,0.012401
0.765,726.11,1.2945e-06
0.765018,726.177,0.0664422
0.765232,726.269,0.092464
0.76525,726.282,0.012401
0.76525,726.282,1.2945e-06
0.765268,726.348,0.0664422
0.765268,726.348,8.63e-07
0.765304,726.481,0.132884
0.765482,726.558,0.0770534
0.7655,726.57,0.012401
0.7655,726.57,1.2945e-06
0.765518,726.637,0.0664422
0.765732,726.729,0.092464
0.76575,726.742,0.012401
0.76575,726.742,1.2945e-06
0.765768,726.808,0.0664422
0.765768,726.808,8.63e-07
0.765804,726.941,0.132884
0.765982,727.018,0.0770534
0.766,727.03,0.012401
0.766,727.03,1.2945e-06
0.766018,727.097,0.0664422
0.766232,727.189,0.092464
0.76625,727.202,0.012401
0.76625,727.202,1.2945e-06
0.766268,727.268,0.0664422
0.766268,727.268,8.63e-07
0.766304,727.401,0.132884
0.766482,727.478,0.0770534
0.7665,727.491,0.012401
0.7665,727.491,1.2945e-06
0.766518,727.557,0.0664422
0.766732,727.649,0.092464
0.76675,727.662,0.012401
0.76675,727.662,1.2945e-06
0.766768,727.728,0.0664422
0.766768,727.728,8.63e-07
0.766804,727.861,0.132884
0.766982,727.938,0.0770534
0.767,727.951,0.012401
0.767,727.951,1.2945e-06
0.767018,728.017,0.0664422
0.767232,728.11,0.092464
0.76725,728.122,0.012401
0.76725,728.122,1.2945e-06
0.767268,728.188,0.0664422
0.767268,728.188,8.63e-07
0.767304,728.321,0.132884
0.767482,728.398,0.0770534
0.7675,728.411,0.012401
0.7675,728.411,1.2945e-06
0.767518,728.477,0.0664422
0.767732,728.57,0.092464
0.76775,728.582,0.012401
0.76775,728.582,1.2945e-06
0.767768,728.649,0.0664422
0.767768,728.649,8.63e-07
0.767804,728.781,0.132884
0.767982,728.858,0.0770534
0.768,728.871,0.012401
0.768,728.871,1.2945e-06
0.768018,728.937,0.0664422
0.768232,729.03,0.092464
0.76825,729.042,0.012401
0.76825,729.042,1.2945e-06
0.768268,729.109,0.0664422
0.768268,729.109,8.63e-07
0.768304,729.241,0.132884
0.768482,729.319,0.0770534
0.7685,729.331,0.012401
0.7685,729.331,1.2945e-06
0.768518,729.397,0.0664422
0.768732,729.49,0.092464
0.76875,729.502,0.012401
0.76875,729.502,1.2945e-06
0.768768,729.569,0.0664422
0.768768,729.569,8.63e-07
0.768804,729.702,0.132884
0.768982,729.779,0.0770534
0.769,729.791,0.012401
0.769,729.791,1.2945e-06
0.769018,729.857,0.0664422
0.769232,729.95,0.092464
0.76925,729.962,0.012401
0.76925,729.962,1.2945e-06
0.769268,730.029,0.0664422
0.769268,730.029,8.63e-07
0.769304,730.162,0.132884
0.769482,730.239,0.0770534
0.7695,730.251,0.012401
0.7695,730.251,1.2945e-06
0.769518,730.318,0.0664422
0.769732,730.41,0.092464
0.76975,730.422,0.012401
0.76975,730.422,1.2945e-06
0.769768,730.489,0.0664422
0.769768,730.489,8.63e-07
0.769804,730.622,0.132884
0.769982,730.699,0.0770534
0.77,730.711,0.012401
0.77,730.711,1.2945e-06
0.770018,730.778,0.0664422
0.770232,730.87,0.092464
0.77025,730.883,0.012401
0.77025,730.883,1.2945e-06
0.770268,730.949,0.0664422
0.770268,730.949,8.63e-07
0.770304,731.082,0.132884
0.770482,731.159,0.0770534
0.7705,731.171,0.012401
0.7705,731.171,1.2945e-06
0.770518,731.238,0.0664422
0.770732,731.33,0.092464
0.77075,731.343,0.012401
0.77075,731.343,1.2945e-06
0.770768,731.409,0.0664422
0.770768,731.409,8.63e-07
0.770804,731.542,0.132884
0.770982,731.619,0.0770534
0.771,731.631,0.012401
0.771,731.631,1.2945e-06
0.771018,731.698,0.0664422
0.771232,731.79,0.092464
0.77125,731.803,0.012401
0.77125,731.803,1.2945e-06
0.771268,731.869,0.0664422
0.771268,731.869,8.63e-07
0.771304,732.002,0.132884
0.771482,732.079,0.0770534
0.7715,732.092,0.012401
0.7715,732.092,1.2945e-06
0.771518,732.158,0.0664422
0.771732,732.25,0.092464
0.77175,732.263,0.012401
0.77175,732.263,1.2945e-06
0.771768,732.329,0.0664422
0.771768,732.329,8.63e-07
0.771804,732.462,0.132884
0.771982,732.539,0.0770534
0.772,732.552,0.012401
0.772,732.552,1.2945e-06
0.772018,732.618,0.0664422
0.772232,732.711,0.092464
0.77225,732.723,0.012401
0.77225,732.723,1.2945e-06
0.772268,732.789,0.0664422
0.772268,732.789,8.63e-07
0.772304,732.922,0.132884
0.772482,732.999,0.0770534
0.7725,733.012,0.012401
0.7725,733.012,1.2945e-06
0.772518,733.078,0.0664422
0.772518,733.078,8.63e-07
0.772554,733.211,0.132884
0.772554,733.211,8.63e-07
0.772589,733.344,0.132884
0.772732,733.406,0.0616428
0.77275,733.418,0.012401
0.77275,733.418,1.2945e-06
0.772768,733.484,0.0664422
0.772768,733.484,8.63e-07
0.772804,733.617,0.132884
0.772982,733.694,0.0770534
0.773,733.707,0.012401
0.773,733.707,1.2945e-06
0.773018,733.773,0.0664422
0.773232,733.866,0.092464
0.77325,733.878,0.012401
0.77325,733.878,1.2945e-06
0.773268,733.944,0.0664422
0.773268,733.944,8.63e-07
0.773304,734.077,0.132884
0.773482,734.154,0.0770534
0.7735,734.167,0.012401
0.7735,734.167,1.2945e-06
0.773518,734.233,0.0664422
0.773732,734.326,0.092464
0.77375,734.338,0.012401
0.77375,734.338,1.2945e-06
0.773768,734.405,0.0664422
0.773768,734.405,8.63e-07
0.773804,734.537,0.132884
0.773982,734.615,0.0770534
0.774,734.627,0.012401
0.774,734.627,1.2945e-06
0.774018,734.693,0.0664422
0.774232,734.786,0.092464
0.77425,734.798,0.012401
0.77425,734.798,1.2945e-06
0.774268,734.865,0.0664422
0.774268,734.865,8.63e-07
0.774304,734.998,0.132884
0.774482,735.075,0.0770534
0.7745,735.087,0.012401
0.7745,735.087,1.2945e-06
0.774518,735.153,0.0664422
0.774732,735.246,0.092464
0.77475,735.258,0.012401
0.77475,735.258,1.2945e-06
0.774768,735.325,0.0664422
0.774768,735.325,8.63e-07
0.774804,735.458,0.132884
0.774982,735.535,0.0770534
0.775,735.547,0.012401
0.775,735.547,1.2945e-06
0.775018,735.614,0.0664422
0.775232,735.706,0.092464
0.77525,735.718,0.012401
0.77525,735.718,1.2945e-06
0.775268,735.785,0.0664422
0.775268,735.785,8.63e-07
0.775304,735.918,0.132884
0.775482,735.995,0.0770534
0.7755,736.007,0.012401
0.7755,736.007,1.2945e-06
0.775518,736.074,0.0664422
0.775732,736.166,0.092464
0.77575,736.178,0.012401
0.77575,736.178,1.2945e-06
0.775768,736.245,0.0664422
0.775768,736.245,8.63e-07
0.775804,736.378,0.132884
0.775982,736.455,0.0770534
0.776,736.467,0.012401
0.776,736.467,1.2945e-06
0.776018,736.534,0.0664422
0.776232,736.626,0.092464
0.77625,736.639,0.012401
0.77625,736.639,1.2945e-06
0.776268,736.705,0.0664422
0.776268,736.705,8.63e-07
0.776304,736.838,0.132884
0.776482,736.915,0.0770534
0.7765,736.927,0.012401
0.7765,736.927,1.2945e-06
0.776518,736.994,0.0664422
0.776732,737.086,0.092464
0.77675,737.099,0.012401
0.77675,737.099,1.2945e-06
0.776768,737.165,0.0664422
0.776768,737.165,8.63e-07
0.776804,737.298,0.132884
0.776982,737.375,0.0770534
0.777,737.387,0.012401
0.777,737.387,1.2945e-06
0.777018,737.454,0.0664422
0.777232,737.546,0.092464
0.77725,737.559,0.012401
0.77725,737.559,1.2945e-06
0.777268,737.625,0.0664422
0.777268,737.625,8.63e-07
0.777304,737.758,0.132884
0.777482,737.835,0.0770534
0.7775,737.848,0.012401
0.7775,737.848,1.2945e-06
0.777518,737.914,0.0664422
0.777732,738.006,0.092464
0.77775,738.019,0.012401
0.77775,738.019,1.2945e-06
0.777768,738.085,0.0664422
0.777768,738.085,8.63e-07
0.777804,738.218,0.132884
0.777982,738.295,0.0770534
0.778,738.308,0.012401
0.778,738.308,1.2945e-06
0.778018,738.374,0.0664422
0.778232,738.467,0.092464
0.77825,738.479,0.012401
0.77825,738.479,1.2945e-06
0.778268,738.545,0.0664422
0.778268,738.545,8.63e-07
0.778304,738.678,0.132884
0.778482,738.755,0.0770534
0.7785,738.768,0.012401
0.7785,738.768,1.2945e-06
0.778518,738.834,0.0664422
0.778732,738.927,0.092464
0.77875,738.939,0.012401
0.77875,738.939,1.2945e-06
0.778768,739.005,0.0664422
0.778768,739.005,8.63e-07
0.778804,739.138,0.132884
0.778982,739.215,0.0770534
0.779,739.228,0.012401
0.779,739.228,1.2945e-06
0.779018,739.294,0.0664422
0.779232,739.387,0.092464
0.77925,739.399,0.012401
0.77925,739.399,1.2945e-06
0.779268,739.466,0.0664422
0.779268,739.466,8.63e-07
0.779304,739.598,0.132884
0.779482,739.676,0.0770534
0.7795,739.688,0.012401
0.7795,739.688,1.2945e-06
0.779518,739.754,0.0664422
0.779732,739.847,0.092464
0.77975,739.859,0.012401
0.77975,739.859,1.2945e-06
0.779768,739.926,0.0664422
0.779768,739.926,8.63e-07
0.779804,740.059,0.132884
0.779982,740.136,0.0770534
0.78,740.148,0.012401
0.78,740.148,1.2945e-06
0.780018,740.214,0.0664422
0.780232,740.307,0.092464
0.78025,740.319,0.012401
0.78025,740.319,1.2945e-06
0.780268,740.386,0.0664422
0.780268,740.386,8.63e-07
0.780304,740.519,0.132884
0.780482,740.596,0.0770534
0.7805,740.608,0.012401
0.7805,740.608,1.2945e-06
0.780518,740.675,0.0664422
0.780732,740.767,0.092464
0.78075,740.779,0.012401
0.78075,740.779,1.2945e-06
0.780768,740.846,0.0664422
0.780768,740.846,8.63e-07
0.780804,740.979,0.132884
0.780982,741.056,0.0770534
0.781,741.068,0.012401
0.781,741.068,1.2945e-06
0.781018,741.135,0.0664422
0.781232,741.227,0.092464
0.78125,741.239,0.012401
0.78125,741.24,1.2945e-06
0.781268,741.306,0.0664422
0.781268,741.306,8.63e-07
0.781304,741.439,0.132884
0.781482,741.516,0.0770534
0.7815,741.528,0.012401
0.7815,741.528,1.2945e-06
0.781518,741.595,0.0664422
0.781732,741.687,0.092464
0.78175,741.7,0.012401
0.78175,741.7,1.2945e-06
0.781768,741.766,0.0664422
0.781768,741.766,8.63e-07
0.781804,741.899,0.132884
0.781982,741.976,0.0770534
0.782,741.988,0.012401
0.782,741.988,1.2945e-06
0.782018,742.055,0.0664422
0.782232,742.147,0.092464
0.78225,742.16,0.012401
0.78225,742.16,1.2945e-06
0.782268,742.226,0.0664422
0.782268,742.226,8.63e-07
0.782304,742.359,0.132884
0.782482,742.436,0.0770534
0.7825,742.448,0.012401
0.7825,742.448,1.2945e-06
0.782518,742.515,0.0664422
0.782732,742.607,0.092464
0.78275,742.62,0.012401
0.78275,742.62,1.2945e-06
0.782768,742.686,0.0664422
0.782768,742.686,8.63e-07
0.782804,742.819,0.132884
0.782982,742.896,0.0770534
0.783,742.909,0.012401
0.783,742.909,1.2945e-06
0.783018,742.975,0.0664422
0.783232,743.067,0.092464
0.78325,743.08,0.012401
0.78325,743.08,1.2945e-06
0.783268,743.146,0.0664422
0.783268,743.146,8.63e-07
0.783304,743.279,0.132884
0.783482,743.356,0.0770534
0.7835,743.369,0.012401
0.7835,743.369,1.2945e-06
0.783518,743.435,0.0664422
0.783732,743.528,0.092464
0.78375,743.54,0.012401
0.78375,743.54,1.2945e-06
0.783768,743.606,0.0664422
0.783768,743.606,8.63e-07
0.783804,743.739,0.132884
0.783982,743.816,0.0770534
0.784,743.829,0.012401
0.784,743.829,1.2945e-06
0.784018,743.895,0.0664422
0.784018,743.895,8.63e-07
0.784054,744.028,0.132884
0.784054,744.028,8.63e-07
0.784089,744.161,0.132884
0.784232,744.223,0.0616428
0.78425,744.235,0.012401
0.78425,744.235,1.2945e-06
0.784268,744.301,0.0664422
0.784268,744.301,8.63e-07
0.784304,744.434,0.132884
0.784482,744.511,0.0770534
0.7845,744.524,0.012401
0.7845,744.524,1.2945e-06
0.784518,744.59,0.0664422
0.784518,744.59,8.63e-07
0.784554,744.723,0.132884
0.784554,744.723,8.63e-07
0.784589,744.856,0.132884
0.784732,744.918,0.0616428
0.78475,744.93,0.012401
0.78475,744.93,1.2945e-06
0.784768,744.996,0.0664422
0.784768,744.996,8.63e-07
0.784804,745.129,0.132884
0.784982,745.206,0.0770534
0.785,745.219,0.012401
0.785,745.219,1.2945e-06
0.785018,745.285,0.0664422
0.785232,745.378,0.092464
0.78525,745.39,0.012401
0.78525,745.39,1.2945e-06
0.785268,745.457,0.0664422
0.785268,745.457,8.63e-07
0.785304,745.589,0.132884
0.785482,745.667,0.0770534
0.7855,745.679,0.012401
0.7855,745.679,1.2945e-06
0.785518,745.745,0.0664422
0.785518,745.745,8.63e-07
0.785554,745.878,0.132884
0.785554,745.878,8.63e-07
0.785589,746.011,0.132884
0.785732,746.073,0.0616428
0.78575,746.085,0.012401
0.78575,746.085,1.2945e-06
0.785768,746.152,0.0664422
0.785768,746.152,8.63e-07
0.785804,746.284,0.132884
0.785982,746.362,0.0770534
0.786,746.374,0.012401
0.786,746.374,1.2945e-06
0.786018,746.44,0.0664422
0.786232,746.533,0.092464
0.78625,746.545,0.012401
0.78625,746.545,1.2945e-06
0.786268,746.612,0.0664422
0.786268,746.612,8.63e-07
0.786304,746.745,0.132884
0.786482,746.822,0.0770534
0.7865,746.834,0.012401
0.7865,746.834,1.2945e-06
0.786518,746.9,0.0664422
0.786518,746.9,8.63e-07
0.786554,747.033,0.132884
0.786554,747.033,8.63e-07
0.786589,747.166,0.132884
0.786732,747.228,0.0616428
0.78675,747.24,0.012401
0.78675,747.24,1.2945e-06
0.786768,747.307,0.0664422
0.786768,747.307,8.63e-07
0.786804,747.44,0.132884
0.786982,747.517,0.0770534
0.787,747.529,0.012401
0.787,747.529,1.2945e-06
0.787018,747.596,0.0664422
0.787018,747.596,8.63e-07
0.787054,747.728,0.132884
0.787054,747.728,8.63e-07
0.787089,747.861,0.132884
0.787232,747.923,0.0616428
0.78725,747.935,0.012401
0.78725,747.935,1.2945e-06
0.787268,748.002,0.0664422
0.787268,748.002,8.63e-07
0.787304,748.135,0.132884
0.787482,748.212,0.0770534
0.7875,748.224,0.012401
0.7875,748.224,1.2945e-06
0.787518,748.291,0.0664422
0.787732,748.383,0.092464
0.78775,748.395,0.012401
0.78775,748.395,1.2945e-06
0.787768,748.462,0.0664422
0.787768,748.462,8.63e-07
0.787804,748.595,0.132884
0.787982,748.672,0.0770534
0.788,748.684,0.012401
0.788,748.684,1.2945e-06
0.788018,748.751,0.0664422
0.788018,748.751,8.63e-07
0.788054,748.884,0.132884
0.788054,748.884,8.63e-07
0.788089,749.016,0.132884
0.788232,749.078,0.0616428
0.78825,749.09,0.012401
0.78825,749.09,1.2945e-06
0.788268,749.157,0.0664422
0.788268,749.157,8.63e-07
0.788304,749.29,0.132884
0.788482,749.367,0.0770534
0.7885,749.379,0.012401
0.7885,749.379,1.2945e-06
0.788518,749.446,0.0664422
0.788518,749.446,8.63e-07
0.788554,749.579,0.132884
0.788554,749.579,8.63e-07
0.788589,749.711,0.132884
0.788732,749.773,0.0616428
0.78875,749.786,0.012401
0.78875,749.786,1.2945e-06
0.788768,749.852,0.0664422
0.788768,749.852,8.63e-07
0.788804,749.985,0.132884
0.788982,750.062,0.0770534
0.789,750.074,0.012401
0.789,750.074,1.2945e-06
0.789018,750.141,0.0664422
0.789232,750.233,0.092464
0.78925,750.246,0.012401
0.78925,750.246,1.2945e-06
0.789268,750.312,0.0664422
0.789268,750.312,8.63e-07
0.789304,750.445,0.132884
0.789482,750.522,0.0770534
0.7895,750.534,0.012401
0.7895,750.534,1.2945e-06
0.789518,750.601,0.0664422
0.789732,750.693,0.092464
0.78975,750.706,0.012401
0.78975,750.706,1.2945e-06
0.789768,750.772,0.0664422
0.789768,750.772,8.63e-07
0.789804,750.905,0.132884
0.789982,750.982,0.0770534
0.79,750.994,0.012401
0.79,750.994,1.2945e-06
0.790018,751.061,0.0664422
0.790018,751.061,8.63e-07
0.790054,751.194,0.132884
0.790054,751.194,8.63e-07
0.790089,751.327,0.132884
0.790232,751.388,0.0616428
0.79025,751.401,0.012401
0.79025,751.401,1.2945e-06
0.790268,751.467,0.0664422
0.790268,751.467,8.63e-07
0.790304,751.6,0.132884
0.790482,751.677,0.0770534
0.7905,751.69,0.012401
0.7905,751.69,1.2945e-06
0.790518,751.756,0.0664422
0.790732,751.848,0.092464
0.79075,751.861,0.012401
0.79075,751.861,1.2945e-06
0.790768,751.927,0.0664422
0.790768,751.927,8.63e-07
0.790804,752.06,0.132884
0.790982,752.137,0.0770534
0.791,752.15,0.012401
0.791,752.15,1.2945e-06
0.791018,752.216,0.0664422
0.791232,752.309,0.092464
0.79125,752.321,0.012401
0.79125,752.321,1.2945e-06
0.791268,752.387,0.0664422
0.791268,752.387,8.63e-07
0.791304,752.52,0.132884
0.791482,752.597,0.0770534
0.7915,752.61,0.012401
0.7915,752.61,1.2945e-06
0.791518,752.676,0.0664422
